id,explanation
2868,"Answer A:  Medical directors are responsible for the oversight of all care-related activities, including the high BSI and CVC rates at that facility "
2869,Answer B:  Gram-negative blood stream infections have been reported with hemodialyzer reuse Educational objective:  Know the risks of hemodialyzer reuse
2870,"Answer D:  Assess whether continuing dialysis is less detrimental than withholding treatment Educational objective:  Appropriately respond to abnormal dialysate bacterial culture results  The Centers for Medicare/Medicaid Services (CMS) End-Stage Renal Disease Interpretive Guidance does not indicate that hemodialysis treatment must be terminated when allowable water quality levels have been exceeded. The maximum allowable bacterial level is 200 colony forming units per ml. Dialyzers act as an efficient ultrafilter and bacteria, fungi, and viruses are excluded from crossing the dialyzer membrane. At an absorptive capacity and molecular weight cutoff of 25-30 kilodaltons, intact dialyzer membranes protect patients cross-over of viable bacteria from dialysate to blood. In addition, current dialysis machines often incorporate a secondary ultrafilter in the dialysate pathway that adds additional protection from bacterial exposure. The physician must assess the most appropriate action is  optimal for each patient. Therefore, option D is correct. For example, a clinician may have to decide whether withholding dialysis on a patient requiring massive fluid removal or electrolyte control is more detrimental than continuing dialysis with a bacterial level above the maximum level. CMS regulation stipulates “The use of water outside of AAMI standards should be extremely rare. The medical director is ultimately responsible for this decision; short term exposure to contaminants is limited to one treatment, rather than not receiving dialysis may be the optimal choice.” Bacteria in dialysis water could result in the presence of endotoxin and endotoxin fragments. The possible continuous exposure to endotoxin and endotoxin fragments could result in pyrogenic reactions and other inflammatory responses. In the setting of dialyzer reuse (where dialyzers are rinsed and reprocessed using reverse osmosis processed water), bacterial contamination of the water distribution system has resulted in patient bloodstream infections. Prophylactic antibiotics would be ineffective in mitigating the inflammatory response as a result from improperly maintained water quality and would result in unnecessary antibiotic exposure (option A is incorrect). Blood cultures would not detect the presence of endotoxin or endotoxin fragments (option B is incorrect). Decreasing dialysis and blood flow or changing to a different hemodialysis machine would not avert exposure to endotoxin and endotoxin fragments (options C and E are incorrect). Bacterial contamination must be addressed by chemical disinfection of the water distribution system, following by retesting of bacterial colony counts and endotoxin levels. If the problem persists and/or continues despite multiple rounds of disinfection, more aggressive action may be needed to eliminate bacterial contamination or replace the contaminated water system."
2871,"Answer B: Obtain one set of blood cultures from the hemodialysis catheter and one set of blood cultures from the hemodialysis circuit, both before antibiotic administration "
2872,Answer C:  Replace vancomycin with cefazolin to complete at least 4 weeks of antibiotics
2873,Answer A:  Dialyze the patient at a station with as few adjacent stations as possible
2874,Answer D:  Vancomycin is the most commonly prescribed intravenous antibiotic
2875,Answer C: Switch to the “rope ladder” for needle placement in the fistula
2876,Answer A:  Infection surveillance and use of infection rate data to drive prevention
2877,Answer A: A tanker truck that has been repurposed from hauling vegetable oil for transporting water is an acceptable source of water for hemodialysis pretreatment systems
2878,Answer E:  Lack of an effective culture of safety
2879,Answer C:  Perform chemical disinfection
2880,"Answer A: Dialyze the patient at the far end of the room, and restrict the chair solely for that patient’s use "
2881,"Answer A:  Use extra care in the terminal cleaning of the dialysis station, with special attention to the dialysis chair after the patient has completed the dialysis treatment  "
2882,Answer A:  Review the patient’s baseline vital signs
2951,D.  Discontinuation of beverages containing artificial sweeteners
2952,"C. About 13% of African Americans carry two high-risk APOL1 variants, and the penetrance of associated CKD is <40% "
2953,"B. Disability-adjusted life years attributed to CKD have increased in the United States, while disability-adjusted life years for cardiovascular disease and cancer have decreased Educational objective: Realize that disability adjusted life years attributed to CKD within the United States increased about 52% between 2002 and 2016. "
2954,C.  Even mild elevations in blood lead levels among adults have been associated with an increased risk of CKD
2955,D. More timely and effective implementation of CKD care has been shown to reduce adverse kidney disease outcomes in adults with diabetes
2956,A.  A population-based approach to diabetes care based in the community and the primary clinical setting
2957,"B.  Regardless of race, control of glucose levels and BP among adults with type 2 diabetes mellitus slows progression of CKD."
2958,Answer C:  Incretin-based therapies are not associated with an increased risk of hypoglycemia or mortality among adults with non-dialysis-dependent CKD when compared with other glucose-lowering agents
2959,Answer D:  The initial decline in eGFR will be accompanied by a slower rate of eGFR decline over time
2960,D.  Marijuana use is not associated with CKD incidence or progression
2961,"A.  Yes, cigarette smoking, cocaine, methamphetamine, and heroin use are all associated with an increased risk of kidney failure "
2962,D.  A four-fold increase in the albumin-to-creatinine ratio may indicate higher risk of ESRD
2963,B.  A 2-gram sodium-restricted diet
2964,C.  The proton pump inhibitor should not be discontinued if the medication is required to treat his Barrett esophagus and there is no clinical evidence of harm
2965,A.  An erythropoiesis-stimulating agent will not slow his CKD progression
2966,A.  His lifetime risk of ESRD may be increased by more than four-fold because of his childhood history of kidney injury
2967,A.  Tubulointerstitial nephritis with infiltrates predominantly of T lymphocytes Educational objective: Cite the pathologic findings of Mesoamerican nephropathy
2968,C.  An SGLT-2 inhibitor
2969,B.  The risk of genital infections is higher
2970,D.  The risk of metformin-associated lactic acidosis is dependent on the stage of CKD
2971,C.  It will lower his mortality risk
2972,B.  Pantoprazole
2973,C.  Increased left ventricular mass index
2974,B.  It reduces the risk of incident CKD and ESRD
2975,A.  Diet and exercise
2976,"D.  Compared with oral iron therapy, the incidence of adverse events is similar with intravenous ferric carboxymaltose "
2977,C.  Addition of mineralocorticoid receptor antagonist
2978,A.  The current level of eGFR
2979,D.  Coronary artery calcification in CKD is associated with an increased risk of adverse cardiovascular events
2980,B.  Both higher UACR and lower eGFR are associated with abnormal white matter volume
2981,D: A Dietary Approaches to Stop Hypertension-style (DASH) diet that restricts red and processed meat
2982,D:  Short-term data indicate a slower decline in eGFR compared with placebo Educational objective: Cite the current evidence regarding the outcomes of pentoxifylline therapy in diabetic kidney disease
5416,B.  A reduced risk of cardiovascular death
5417,B.  A lower mean GFR at baseline
5418,B.  The calculated GFR is 30% lower using the Schwartz formula
5419,D.  Increased intracellular potassium efflux that initiates programmed podocyte death Educational objective: Cite a possible pathophysiologic mechanism that may explain how high risk APOL1 variants contribute to progressive kidney disease
5420,B.  Discontinue empaglifozin
5421,D.  It will not impact the rate of CKD progression
5422,"C.  He should not start urate-lowering therapy, because existing evidence does not support efficacy in delaying the need for RRT "
5423,A: Low potassium intake is associated with faster annual eGFR decline
5424,D. Furosemide
5425,B.  Existing studies show no benefit
5426,A. It is freely filtered and then metabolized by the proximal tubule
5427,D.  Discontinue esomeprazole and start ranitidine
5428,D.  His HIV status
5429,B.  APOL1 risk variants may be present in persons with African ancestry
5430,B. Her parental history of cardiovascular disease
5431,D.  His LVH is associated with an increased risk of renal death
5432,A.  Cardiac resynchronization therapy
5433,D.  Apixaban
5434,D.  His systolic BP
5435,A.  His elevated high-sensitivity C-reactive protein
5436,B. Smoking cessation
5437,B.  Bariatric surgery can reduce the risk of decline in eGFR and risk of ESRD  Educational objective: Counsel a CKD patient about the relative benefits and risks of bariatric surgery
5439,B.  Coronary artery bypass surgery
5440,D. His urinary sodium excretion is associated with an increased risk for cardiovascular events
5441,D.  Grazoprevir and elbasvir
5442,B.  They are associated with a higher risk of CKD progression
5443,B.  Discontinue metformin
5444,D. Hepatorenal syndrome
5445,B. Improved mental status
5446,B.  Midodrine plus octreotide or terlipressin alone
5447,D. Daily SCr measurements
5448,C.  Urine volume <200 ml over 2 hours after 1.5 mg/kg of intravenous furosemide
5450,D.  Intravenous isotonic crystalloid solution and/or albumin tailored to her hemodynamic status with addition of vasopressors if unresponsive to fluids/albumin Educational objective:  Understand the role of goal directed therapy in the setting of sepsis.
5451,D.  Intravenous isotonic crystalloid solution and/or albumin tailored to her hemodynamic status with addition of vasopressors if unresponsive to fluids/albumin
5452,D.  Increased risk for acute lung injury
5453,B.  Isotonic balanced electrolyte solution
5454,C.  Increased risk of RRT
5455,C.  Radiocontrast exposure
5456,A.  Decreased rate of progression to stage 2 AKI
5457,A.  Give a fluid bolus and reassess in 1 hour
5458,B.  Her bilirubinuria
5459,A.  Severe oliguria lasting over 3 hours
5460,D.  Baseline CKD
5461,D.  Nifedipine and clarithromycin
5462,D.  Her risk of AKI is two-fold higher than if she were not treated with vancomycin  Educational objective: Cite the risk of AKI associated with vancomycin exposure
5463,C.  Abdominal injury
5464,B.  Pravastatin
5465,B. Stage 2 AKI
5466,B.  Continuous RRT (24h/d)
5467,A. She is likely to experience at least a transient improvement in kidney function  Educational objective: Know the renal outcomes of VAD placement in heart transplant candidates with preexisting chronic kidney disease
5468,B.  Advanced CKD prior to AKI attenuates the effect of AKI on the long-term risk of progressive CKD
5469,A.  Norfloxacin or rifaximin
5470,B.  Prednisone 0.5−1 mg/kg per day
5471,C. Kidney ultrasound
5472,A. Synthetic cannabinoids
5473,A.  Carfilzomib
5475,B. 3% NaCl bolus IV (100 mL over 10 min up to ×3)
5476,E. Terminate the current treatment and re-lower the serum [Na+] with D5W and desmopressin
5477,A. Extracellular fluid volume replacement by normal saline infusion leading to increased free water
5479,A. Hypernatremia is iatrogenic and requires intravenous or oral free water supplementation
5480,"D. Assuming minimal ongoing free water losses, the infusion of 4 liters of free water would decrease the serum sodium concentration to approximately 154 mmol/L."
5481,B. Hypertonic saline infusion test and resultant copeptin release will accurately differentiate between central diabetes insipidus and primary polydipsia
5482,"B. Cerebral edema is unlikely to occur in this setting of acute hypernatremia, and rapid correction of serum Na to baseline should be undertaken"
5483,C. Begin continuous venovenous hemodiafiltration with standard sodium concentration dialysate and replacement fluid; at the same time continue hypertonic saline infusion to maintain permissive hypernatremia
5484,A. Early (“continuous”) vomiting
5485,D. Loss of potassium in the sweat glands from perspiration with extracellular fluid volume depletion and secondary hyperaldosteronism
5486,"D. Plasma K+ ↓, Plasma. HCO3- ↑, Urine pH ↑, Fractional excretion of [HCO3 —] 15%"
5487,B. Surreptitious diuretic use
5488,B. Mutation in SLC12A3 gene encoding NCC in the distal tubule
5489,C. Initiate patiromer to allow continued treatment with renin-angiotensin system inhibitors.
5493,B. The recent reduction in insulin dosing may be the precipitant for this clinical presentation.
5494,C. Concomitant use of antibiotics has been associated with increased risk of pyroglutamic acidosis from acetaminophen use.
5495,D. Alkali therapy has been shown to reduce urine ET-1 and aldosterone levels.
5496,1. Switching to a diet of alkali-producing fruits and vegetables may delay progression to hypobicarbonatemic acidosis
5497,"1. In patients with CKD stage III to V, treatment of metabolic acidosis has been associated with reduction in progression to ESKD."
5498,B. Surreptitious vomiting
5504,C. Implementation of hospital-wide clinical support system that alerts clinicians that the patient has AKI
5505,C. (Urinary tissue inhibitor of metalloproteinases-2) • (insulin-like growth factor-binding protein 7) (TIMP-2) • (IGFBP7)
5506,C. Proteinuria
5507,D. Creatinine and urine protein 3 months after discharge
5508,C. Mortality is increased in a graded fashion with worsening AKI
5509,C. is incorrect because isotonic fluid should be used for volume resuscitation.
5510,C. Give 0.9% sodium chloride before and after cardiac catheterization
5511,B. Implement the KDIGO AKI bundle with use of urinary (TIMP-2) • (IGFBP7)
5512,"C. At 30 days after hospital discharge, fewer than a third of the patients have not fully recovered kidney function and still present acute kidney disease"
5513,"E. In patients with cardiogenic shock, those with higher values of central venous pressure and lower values of mean arterial pressure are more prone to the development of AKI"
5514,A. The urinary test (TIMP-2) • (IGFBP7) can be applied in patients undergoing cardiopulmonary bypass as a screening tool to select those at high risk for AKI who might benefit
5515,"B. If decongestive goals are not met with the use of furosemide, the next pharmacologic step consists of adding a thiazide or thiazide-like agent such as metolazone or chlorthalidone"
5516,C. Untreated spontaneous bacterial peritonitis with septic shock
5517,C. Portal blood flow is reduced
5518,B. The proportion of renal tubular creatinine secretion is increased
5519,E. Liver transplantation
5520,C. Clone-directed therapy of the paraproteinemia
5521,D. Low-purine diet and allopurinol
5522,D. Close and frequent monitoring of clinical status and laboratory parameters in the ICU and initiate KRT if indication arises
5523,A. Continuous kidney replacement therapy (CKRT) (24 hours/day)
5524,A. Regional citrate anticoagulation (RCA)
5525,"C. If patient is given invasive ventilation, he is more likely to need KRT"
5526,D. Circuit clotting rate may be higher than 30% even when anticoagulation is started
5527,B. Nephrotic-range proteinuria can be secondary to COVID-19 in patients who have high-risk APOL-1 alleles
5528,A. AKI
5529,B. 25% to 35%
5530,D. Immunotherapy-related acute interstitial nephritis
5532,A. Membranous nephropathy secondary to kidney GVHD
5533,A. Pigmented granular casts
5535,C.  No further evaluation or therapy is required
5536,B.  Begin cinacalcet therapy 30 mg daily
5537,D.  Add cinacalcet
5538,A.  Addition of cinacalcet is appropriate based on this patient’s laboratory findings
5541,C.  Both cinacalcet and parathyroidectomy decrease fibroblast growth factor-23
5542,A.  FGF23 increases the production of inflammatory cytokines
5543,B.  DEXA is predictive of fracture risk in adults with CKD Stage G3a-G5D
5544,C.  The majority of such patients would be expected to achieve remission of hyperparathyroidism after 1 year on cinacalcet therapy
5545,A.  A gain of function mutation in the calcium sensing receptor gene
5546,D.  Her treatment with multiple insulin injections
5547,A.  Primary hyperparathyroidism
5548,D.  Measure an ionized calcium
5549,C.  Monoclonal protein causing an artefactual increase in 25-hydroxyvitamin D
5550,A.  Hypomagnesemia
5551,A.  Zoledronic acid
5552,C.  Ionized calcium
5553,A.  Increased serum uric acid is a risk factor for stone formation in men without a previous history of stone formation
5554,C.  Serum calcium
5555,A.  24-hour urine metabolic evaluation
5556,A.  Hypophosphatemia
5557,D. Ferric carboxymaltose infusions
5558,C. Tumor–induced osteomalacia
5559,"E.  Serum 1,25-dihydroxyvitamin D "
5560,"D.  Increased 2,8-dihydroxyadenine excretion "
5561,D. Decreased gastrointestinal absorption
5562,B.  Increased stone risk with vitamin C supplementation is seen only in men
5563,B.  Observation on a twice-a-year schedule
5564,1. Increase the proportion of Black individuals meeting criteria for a diagnosis of CKD
5565,D. Lower eGFR and greater urinary albumin excretion predict ESKD and mortality among individuals with and without diabetes
5566,1. Urinary albumin excretion is a valid surrogate end point
5567,B. A meta-analysis of randomized trials confirmed the utility of a decrease in eGFR slope as a potential surrogate end point for clinical trials of interventions to prevent ESKD
5568,B. Dapagliflozin 10 mg/d
5569,C. Allopurinol lowers uric acid level but does not slow the rate of GFR decline
5570,D. Combining sodium-glucose cotransporter-2 inhibitors (SGLT2i) and glucagon-like peptide 1 receptor agonist (GLP1RA) lowers the risk of cardiovascular and renal adverse events
5571,E. Increased intake of fruits and vegetables
5572,A. History of CKD
5573,C. Lower extremity amputation
5574,B. 35%–55%
5575,A. <10%
5576,B. CKD G3bA1
5577,B. Prevalence would decrease among White adults and increase among Black adults
5578,D. Incident CKD risk tool
5579,D. Fibrinoid necrosis
5580,B. Point-of-care ultrasonography (POCUS): inflammation
5581,B. TNFR1
5582,D. Congenital or cystic kidney disease
5583,A. COL4A
5584,"D. The presence of masked uncontrolled hypertension, identified by ambulatory BP monitoring (ABPM), is associated with higher risk of composite cardiovascular and renal outcomes compared with participants with controlled BP"
5585,"C. Compared with continuing renin-angiotensin system (RAS) inhibition, stopping this therapy is associated with a higher absolute risk of death and major adverse cardiovascular events in patients with CKD 4"
5586,"D. In DAPA-CKD, the renal benefits were consistent across the spectrum of eGFR, albuminuria, and the presence/absence of diabetes mellitus (DM)"
5587,D. Chlorthalidone dose may need to be reduced with the initiation of an SGLT2 inhibitor.
5588,"C. In randomized controlled studies, vadadustat and daprodustat were noninferior to darbepoetin in achieving a mean change in hemoglobin from baseline to end of study"
5589,B. Finerenone is associated with reduction in the urinary albumin-creatinine ratio from baseline in patients on maximal doses of RASi
5590,"D. Higher levels of activity, defined as exercise of at least 30 minutes a day, is associated with lower odds of CKD"
5591,D. Sodium Zirconium Cyclosilicate (ZS-9/SZC) also can help improve acidosis
5592,"A In a study of patients with CKD followed for >6months, treatment with veverimer was associated with improvements in objective measurements of physical function"
5593,"D. The new KDIGO 2021 guidelines (recommendation 1B) place greater importance on consistency with standardization of BP measurement methods, and on minimizing overtreatment or undertreatment of BP that may result from routine, nonstandardized, or “casual” office BP measurements (answer option [A] is incorrect). The proper checklist for standardized BP measurements is as noted in table below and includes a recommendation that patients empty their bladder before BP check (answer option [D] is correct). There are several points on the checklist that would add to the time and resources required in a usual clinic workflow to successfully implement standardized BP checks (answer option [C] is incorrect). These include a requirement that patients avoid caffeine, exercise, and smoking for 30 minutes before BP measurement, avoiding checking BPs while the patient is sitting or lying on the examination table, and the need for repeated measurements, separated by 1–2 minutes.  "
5594,A. Perform a kidney allograft biopsy
5595,B. Assess for donor-specific antibodies
5596,D Assess for donor-derived cell-free DNA
5597,A. Assess for donor-specific antibodies
5598,A. Receiving dialysis at a for-profit dialysis unit is associated with lower rates of renal transplant referral
5599,A. Educational and support programs targeted at minority transplantation candidates and their families can increase the chance of receiving a live donor kidney
5600,"D. In an analysis comparing kidneys discarded in the US due to histological features with matched kidneys transplanted in France, the allograft survival rate was 80% at 5 years "
5601,C. Grade 1A chronic active T cell-mediated rejection
5602,A. The patient is at increased risk for death with a functioning graft
5603,"B. It would be helpful to first look at the matching at the DQ locus; if he is not matched at DQ, eplet matching may be of benefit "
5604,B. IL-6 inhibitors have been shown to improve long-term allograft survival in randomized controlled trials
5605,B. Uncontrolled hypertension with concern for pulmonary hypertension
5606,D. Patient will require a second transplant and should be listed and maintained on current immunosuppression while his potential living donor is evaluated
5607,B. His allograft dysfunction is most likely related to volume depletion and prerenal AKI
5608,D. She should complete a 24-hour ambulatory BP monitoring to decide whether or not she has hypertension
5609,"C. Discuss potential risks and benefits of genetic testing with him now, and proceed with genetic testing only if he agrees  "
5610,C. Perform a 24-hour urine creatinine collection to further assess her GFR
5611,C. Counsel her on her higher relative risk for future ESKD after donation compared with normal weight candidates but low overall absolute risk
5612,"C. Perform a 24-hour urine stone profile, and if it is normal, accept for right donor nephrectomy"
5613,"D. Living kidney donors have an increased risk of cardiovascular death and ischemic heart disease compared with healthy, nondonor control individuals after the first decade of donation "
5614,"B. Acceptable donor, proceed with transplantation"
5615,B. Monoclonal antibodies
5616,C. Cause of kidney disease
5618,C. Poorly controlled hyperphosphatemia on dialysis
5619,E. He should be referred for transplant evaluation now
5620,D. Achievement and duration of complete remission
5621,C. Refer him for sleeve gastrectomy
5622,D. Accepting a kidney from hepatitis C–positive donor may help shorten the time to kidney transplantation
5623,E. Living donor kidney transplantation followed by a pancreas after kidney transplantation
5624,B. 25%–35%
5625,"B. According to the most recent US National Health and Nutrition Examination Survey (NHANES) data from 2017 to 2018, rates of hypertension control have decreased "
5627,A. Hypertension treatment and control rates improved for all racial and ethnic groups
5628,"D. Patients with high cognitive function showed benefit, whereas those with low function did not "
5629,"D. After 6 months of lifestyle therapy, drug treatment should be considered for patients with a history of premature birth or multiple cardiovascular risk factors "
5630,E. 2021 KDIGO hypertension guideline
5631,A. Increased vascular resistance via impaired angiogenesis
5632,C. Endocytosis of transient receptor potential vanilloid 5 (TRPV5) in the distal convoluted tubule
5633,B. Altered gut microbiota
5634,"B. High-salt diet promotes the development of Th17 cells, which upregulate renal sodium reabsorption "
5635,C. Continue current medications
5636,D. He should continue taking his medications as prescribed and ensure he is compliant
5637,"A. Physical activity and exercise training reduce obesity, and a 2%–3% reduction in weight will lower BP, but reductions of at least 5%–10% are desired within 6 months to yield improvements in the major CVD risk factors "
5638,A. Younger age
5639,"A. The most effective approach is to use TM based on telemonitoring of BP and tracking of additional vital and nonvital signs with data exchange between patients and a case manager through the web, emails, text messaging, or video consultation, integrated with education on lifestyle, risk factors, and proper use of antihypertensive medications "
5640,D. Use of home BP monitoring with transmission regularly for feedback to healthcare provider and adjustment of medications has been shown to significantly improve BP
5641,A. Switch to triple combination therapy to improve BP control and compliance
5642,B. Pseudoresistant hypertension
5643,D. Arrange for a 24-hour ambulatory BP monitor
5644,B. Order adrenal vein sampling
5645,D. Maintain current treatment
5646,A. Repeat plasma free metanephrines
5647,B. Thiazide diuretics are ineffective in patients with eGFR <30 ml/min per 1.73 m2
5648,D. Spironolactone
5649,B. Onset of hypertension after 20 weeks’ gestation
5650,A. Essential hypertension
5651,"A. Her risk of preeclampsia is high, primarily because of her prior history of preeclampsia and hypertension; type 2 DM and CKD also contribute to risk but to a lesser degree than hypertension and prior preeclampsia "
5652,B. Stop the losartan and start labetalol
5653,"B.  The woman should understand that aspirin may not be effective for preeclampsia prevention in women with chronic hypertension, but if prescribed, it should be started before 16 weeks’ gestation "
5654,C. Presence of anti-nephrin antibody
5655,D. Send for genetic testing
5656,B. EXT1/EXT2 is seen more commonly in patients with underlying autoimmune diseases
5657,A. Initiate an SGLT2 inhibitor
5658,"D. In the MENTOR study, those treated with rituximab had higher rates of remission at 24-month follow up "
5659,D. Initiate an ACE-I
5660,"A. In patients with contraindication to glucocorticoids, calcineurin inhibitors would be an appropriate first line of therapy "
5662,"D. Glucocorticoids reduce the risk of progression of kidney disease but are associated with increased risk of adverse events. This risk is markedly attenuated, though still present at lower doses (0.4mg/kg per day) "
5663,C. The tool was updated to more accurately predict risk with variables obtained 1-2 years after biopsy
5664,"A. Although exceptions may occur, immunofluorescence microscopy generally shows both IgG and C3 deposits in post-infectious GN but not C3GN"
5665,D. C3GN in this patient is likely caused by an acquired autoantibody to components of the alternative complement pathway
5666,C. A high chronicity score
5667,D. GN is more common in microscopic polyangiitis than in GPA
5668,B. A reduced dose glucocorticoid regimen is equally effective as a standard dose regimen and associated with fewer infections in patients treated with cyclophosphamide
5669,D. Prolonged maintenance treatment with rituximab for up to 3 years is associated with a lower relapse rate and similar incidence of serious adverse events compared with maintenance treatment for 18 months
5670,C. Antibodies to laminin-521 are found more frequently in patients with lung hemorrhage
5671,B. Treatment with daily oral cyclophosphamide is preferred to pulse intravenous dosing
5672,B. The time from diagnosis of SLE to the development of lupus nephritis is shorter in Blacks and other minority groups
5673,"C. Belimumab, in addition to standard therapy, has demonstrated efficacy in the treatment of lupus nephritis and extrarenal manifestations of SLE"
5674,C. The mortality of stage 3 AKI in patients admitted to the intensive care unit with COVID-19 exceeds 50%
5675,B. COVID-19–associated collapsing glomerulopathy has been described in patients with high-risk APOL1 genotypes
5676,D. Treatment of HIV alone is unlikely to lead to full or partial remission of kidney disease
5677,E. Cessation of tenofovir disoproxil fumarate will lead to improvement in proteinuria
5678,"E. She should be treated with a pangenotypic DAA, and rituximab should not be used, at least initially and rituximab should not be used, at least initially "
5679,C. Exclude renal vein thrombosis with appropriate imaging r
5680,"E. Providing that institutional safeguards have been established and the patient’s HIV is controlled with antiretroviral therapy, he is a good candidate for transplantation "
5681,C. The need for intervention to halt excessive bleeding from a clinically indicated kidney biopsy occurs in three out of 1000
5682,B. Restart her angiotensin receptor blocker
5683,C. add semaglutide starting at a dose of 0.5 mg subcutaneously once weekly
5684,C. Recommend that she purchase a validated home BP monitor and provide her with guidance on appropriate measurement technique
5685,D. Recommend 24-hour ambulatory BP monitoring to confirm the presence of masked uncontrolled hypertension
5686,A. Recommend that he undergo 24-hour ambulatory BP monitoring
5687,"C. What medications or drugs, prescription or otherwise, are you using?"
5688,B. A urine dipstick registering ++ protein
5689,"C. Now that you have had a heart attack, your body is showing us that it is vulnerable to things like an elevated BP, and we really need to work hard to get this under control soon."
5690,D. He is at increased risk for a major adverse cardiovascular event or death.
5691,D. Evaluate her for primary aldosteronism
5692,B. Intensive BP control was associated with reduced risk of mild cognitive impairment at 5 years follow-up
5694,"A. As compared with monotherapy, initiation of combination antihypertensive therapy is associated with reduced mortality at 3-year follow-up"
5695,B. Intensive BP control in SPRINT was associated with a small but persistent decline in GFR compared with standard BP control
5696,C. He should be instructed on lifestyle modification with the decision on medication dependent on assessment of 10-year CVD event risk
5697,D. Spironolactone is the most appropriate next agent
5698,"D. Smartphone apps that provide reminder alerts, adherence reports, and peer support may improve medication adherence"
5699,D. Number of deaths and disability related to hypertension continued to rise while age-standardized rates declined between years 2007 and 2017.
5700,A. Patients with BP of ≥130/80 mmHg before the age of 40 years are at increased risk of cardiovascular disease
5701,D. Recommendation for antihypertensive medication will increase by only <2% of the adult US population
5702,A. Antihypertensives may be less effective in the presence of periodontitis
5703,B. Low BP in patients her age is linked to dementia if patients have a history of high BP
5704,D. Assure him that long working hours are associated with both masked hypertension and sustained hypertension
5705,B. Hypertension generally correlates with the prevalence of obesity and physical inactivity
5706,B. Observational data suggest that working >48 hours weekly is associated with increased risk of hypertension compared with working <35 hours weekly
5707,A. Renal tubular a-adrenergic receptors
5708,B. Decreased expression of the (pro)renin receptor
5709,A. Increased sodium delivery to the collecting duct epithelial sodium channel to stimulate potassium excretion
5710,E. Prior destruction of EVs from this patient will reduce acetylcholine-induced vasodilation
5711,D. Decreased activity of renal nerves
5712,C. Renal denervation may decrease hypertension and the severity of OSA
5713,B. Hypertension correlates better with the dietary sodium/potassium ratio than with sodium intake alone
5714,"A. When compared with corticosteroids as first-line therapy, treatment with tacrolimus is associated with similar rates of remission and relapse"
5715,"C. In secondary FSGS, glomerular hypertension causes podocyte injury, leading to podocyte detachment and loss"
5716,"C. In retrospective studies, up to 30% of adults with steroid resistant FSGS had a potentially causative genetic mutation identified"
5717,C. Thrombospondin type 1 domain containing 7A (THSD7A)-associated MN is associated with high rates of underlying malignancy
5718,"D. In the MENTOR study, those treated with rituximab had higher rates of remission at 24-month follow-up"
5719,D. C3 nephritic factors are seen in many patients with monoclonal gammopathy–associated C3 glomerulopathy
5720,B. Treatment with mycophenolate mofetil and steroids has been associated with improved rates of remission of C3G in observational studies
5721,A. Renal cortical necrosis can be an underappreciated presentation of pregnancy-associated TMA
5722,D. IgA nephropathy commonly recurs after renal transplantation
5723,"C. In the PEXIVAS trial, reduced corticosteroid dosing was associated with no difference in risk of ESKD, but with reduced rates of infectious complications"
5724,"A. In a clinical trial comparing it with maintenance therapy with azathioprine, rituximab was superior at maintaining remission of AAV"
5725,B. The time to from diagnosis of SLE to the development of lupus nephritis is shorter in African Americans and other minority groups
5726,B. Post hoc analyses suggest that patients who achieve full depletion of peripheral B cells may gain greater benefit from rituximab
5727,D. He is at risk for immune complex glomerulonephritis that may or may not be related to his HIV
5728,"D. She should be treated with a pangenotypic direct-acting antiviral (DAA) irrespective of her eGFR, and rituximab should not be used, at least initially "
5729,C. Arrange for CT venography to exclude renal vein thrombosis
5730,D. He would do better with transplantation and should be referred for evaluation
5731,"D. In addition to mild acute tubular necrosis (ATN) from the viral syndrome, she has diabetic nephropathy with histologic changes that preceded clinical evidence such as GFR decline or albuminuria "
5732,"C. The sodium glucose cotransporters increase sodium delivery to the macula densa, which decreases GFR "
5733,D. Increased cardiovascular mortality risk
5734,B. Continue the metformin and start an SGLT2 inhibitor
5735,A. Light chain proximal tubulopathy
5736,"D. DNAJB9 positive fibrillary glomerulonephritis is not an monoclonal gammopathy of renal significance (MGRS)-associated lesion, and therefore, no hematologic workup is recommended"
5737,C. Type I cryoglobulinemic glomerulonephritis
5738,C. Hold nivolumab and initiate glucocorticoids
5739,B. Collapsing FSGS
5740,B. Initiate denosumab
5741,D. Drug-Induced AAV
5742,C. X-linked recessive
5743,"C. GLA mutation, α-galactosidase A deficiency, lyso-GB3 accumulation "
5744,D. Tubular maximal reabsorption of phosphate/GFR in a second morning urine after an overnight fast.
5745,D. The expression of the sodium-driven phosphate transporter NaPi-IIb increases when dietary phosphate is low.
5746,"(C), Her phosphate concentration is maintained by intestinal absorption, internal shifts and renal excretion."
5747,A. Denosumab-induced hypocalcemia.
5748,B. Claudin.
5749,C. A loss of function mutation in the CLDN19 gene.
5750,"B. Measuring 1,25(OH)2 vitamin D. "
5751,D. High serum alkaline phosphatase.
5752,D. Treatment with lanthanum carbonate either alone or in combination with nicotinamide has little effect on serum PTH in patients with stage 4 CKD.
5753,A. Change calcium acetate to sevelamer carbonate.
5754,D. Phosphate increases PTH production by reducing binding of calcium to the calcium-sensing receptor.
5755,"B. Increased risk of fracture, increased risk of vascular events, increased risk of mortality. "
5756,"B. A 40-year-old man who had noticed pain in his thigh when he stands and had previously been treated with aluminum hydroxide for severe hyperphosphatemia. Radiographs of the hands show subperiosteal resorption. PTH is 290 ng/L, serum phosphate is 5.4 mg/dl. "
5757,C. The bone formation rate gradually decreases over approximately 6 months and then remains at a rate that is below normal.
